inst_id,OC,sido,sgg,openDate,bedCount,instkind,revenue1,salescost1,sga1,salary1,noi1,noe1,interest1,ctax1,profit1,liquidAsset1,quickAsset1,receivableS1,inventoryAsset1,nonCAsset1,tanAsset1,OnonCAsset1,receivableL1,debt1,liquidLiabilities1,shortLoan1,NCLiabilities1,longLoan1,netAsset1,surplus1,revenue2,salescost2,sga2,salary2,noi2,noe2,interest2,ctax2,profit2,liquidAsset2,quickAsset2,receivableS2,inventoryAsset2,nonCAsset2,tanAsset2,OnonCAsset2,receivableL2,debt2,liquidLiabilities2,shortLoan2,NCLiabilities2,longLoan2,netAsset2,surplus2,employee1,employee2,ownerChange
92,open,busan,71,20170607,44,nursing_hospital,10332879273,4075620142,6000945161,3096380690,71250013,282249363,282249363,0,45314620,3099111191,3011335378,107685180,87775813,8631662392,6584465333,1624413700,0,9415585411,5156554423,3146525443,4259030988,4259030988,2315188172,450242092,10913297248,4397388724,5957357781,2801283770,51569602,249501380,246110192,0,360618965,2959040957,2910547165,108015100,48493792,8041705633,5683929442,1867513700,0,8622036258,4456687744,2291334051,4165348514,4165348514,2378710332,513764252,75,75,same
93,open,busan,64,19930807,0,nursing_hospital,9351426263,723786841,8059646319,4910779768,62323554,467693492,467191632,0,162623165,1961000465,1926763807,1692425170,34236658,14757453626,14600170271,26389900,0,12048841912,5248841912,3126127540,6.80E+09,6.80E+09,4669612179,0,9550095070,812590463,8034745692,4952307410,24817670,481110124,477990698,0,246466461,2972277050,2947972395,1695306257,24304655,14536850721,14421003671,36389900,0,13002138757,5920363803,4295801219,7081774954,6.80E+09,4506989014,0,108,108,same
94,open,gangwon,128,20031201,244,nursing_hospital,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA
95,open,gyeonggi,133,19831111,92,hospital,26700482717,0,26416691358,13556961110,220478473,219045847,112061304,87606027,197617958,3878035155,3577496317,33066,300538838,18418911014,18062684554,0,0,15418002426,6360100193,3.00E+09,9057902233,0,6878943743,0,25576960230,0,25819791248,13267348520,177086504,241242093,110821018,71089440,-378076047,3999391985,3769373763,67800,230018222,18212679927,17895635067,0,0,15530746127,4861789623,1.50E+09,10668956504,1.50E+09,6681325785,0,270,270,same
96,open,busan,64,20170602,128,nursing_hospital,523640550,23067726,835577490,564463637,7534205,52630597,52630597,0,-380101058,607366165,595391402,1015000,11974763,3629703850,3629703850,0,0,3513950273,3342068583,2918153230,171881690,171881690,723119742,723119742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,NA
97,open,incheon,141,20100402,50,hospital,2089793782,81928186,2303371410,1390205928,8299316,293352238,186562547,0,-580558736,1484001044,1473800649,784174565,10200395,4812822788,4408411872,357370000,0,3647547073,3307047073,2915000001,340500000,235500000,2649276759,0,2137218430,108726675,2423469572,1493962099,7767695,168582156,164793805,0,-555792278,1494537284,1467852883,716542309,26684401,4797834128,4370713212,380080000,0,3062535917,2744535917,2249808823,3.18E+08,2.13E+08,3229835495,0,44,46,change
98,open,ulsan,123,20140717,172,nursing_hospital,5338937478,1498712671,3296498121,1695917464,7942060,122534759,105166560,35099630,394034357,1287015412,1277169133,625719777,9846279,5599396982,5549396982,5.00E+07,0,4469770631,3811091234,2.91E+09,658679397,0,2416641763,0,4292056513,1368412899,2544745103,1430368025,2658374,100516853,100516773,0,281040032,744813049,733945814,389938820,10867235,5895246375,5745246375,1.50E+08,0,4617452018,4364713622,2.91E+09,252738396,0,2022607406,0,72,63,same
99,open,seoul,83,19880115,63,hospital,10281606016,2270407008,8751409643,4798388897,330538133,129910642,88722194,0,-539583144,6632275493,6601634625,1421173019,30640868,12148852090,10411926114,1072095460,0,5929452964,4877551408,2.89E+09,1051901556,0,12851674619,0,11905975871,2779799212,9099226060,5071808378,369899136,191890911,89825756,57965468,146993356,6498841758,6469252304,1421091580,29589454,12473651150,10750224508,1079489460,0,5581235145,4339168084,2.65E+09,1242067061,0,13391257763,0,129,140,same
100,open,daegu,40,19990701,80,hospital,4525975868,308186399,4468341830,2189473430,375868942,99977874,56733323,17422060,7916647,453610063,436188645,246233890,17421418,9829403534,8998862223,9208000,0,7047394204,3215745735,2858180271,3831648469,2.00E+09,3235619393,1971151763,4204042980,346489500,4104618408,1894900420,560722579,171454673,57557678,133930110,8272868,447307843,426165409,284961700,21142434,9962470527,9206658228,9208000,0,7182075624,3191315042,2813782587,3990760582,2.00E+09,3227702746,1963235116,67,62,same
101,open,choongnam,37,19820504,341,general_hospital,52626386641,19326736791,32214235859,20975361934,460491652,1344136667,674455772,140061506,61707470,5291376056,4981494400,123296146,309881656,18393326086,18236396086,156930000,0,17279339510,9252158138,2.84E+09,8027181372,6393198470,6405362632,3640579089,52095629463,20063306060,29404121681,19796965290,142988653,1971023595,663353764,89890302,710276478,5960163163,5744748191,125878556,215414972,18746554897,18569508897,177046000,0,18326690698,10573692235,4.59E+09,7752998463,7202623330,6380027362,3615243819,507,507,same
104,open,gyeonggi,80,20120518,0,clinic,2600028478,214725510,2483782477,1095680958,2805112,82605287,80922413,4380801,-182660485,458798457,456218457,173719627,2580000,5558842539,5170827369,111538580,0,4331665718,3945956569,2.62E+09,385709149,0,1685975278,76602878,2657993680,261897486,2286048968,942778480,5823997,90478531,89763279,1100690,24292002,584347035,581367035,248555642,2980000,5516948289,5164826932,61138580,0,4232659561,3818990199,2.73E+09,413669362,0,1868635763,259263363,40,40,same
105,open,gyeongnam,75,19850525,43,hospital,11981170391,2118265469,9972941734,7180585290,7021881,620999659,501785283,0,-724014590,2662810730,2629393152,0,33417578,15348905147,14809308430,0,0,15730836450,5090592412,2597800071,10640244038,9380244038,2280879427,0,12080190529,2075571819,9407111639,6995657680,8687104,502512535,374751169,24534160,79147480,2712693206,2686588897,0,26104309,12545382977,11943987535,0,0,12253182166,4569294848,2976318822,7683887318,7173887318,3004894017,0,192,192,same
106,open,jeonbuk,26,20030710,182,nursing_hospital,4131857876,143611800,3529097014,2198043355,56630198,228194537,113598011,22221340,265363383,1970952253,1963786853,0,7165400,3553690709,2749986147,527179060,0,2803885092,2793826477,2.59E+09,10058615,0,2720757870,0,3318141151,144310353,2982098323,1709276338,58244152,164510269,91316429,13350570,72115788,1694658561,1686307261,0,8351300,3451466150,2778450995,410506320,0,2658296224,2632717442,2442950671,25578782,0,2487828487,0,85,74,same
107, close,jeonbuk,26,19990805,NA,traditiona_hospital,4131857876,143611800,3529097014,2198043355,56630198,228194537,113598011,22221340,265363383,1970952253,1963786853,0,7165400,3553690709,2749986147,527179060,0,2803885092,2793826477,2.59E+09,10058615,0,2720757870,0,3318141151,144310353,2982098323,1709276338,58244152,164510269,91316429,13350570,72115788,1694658561,1686307261,0,8351300,3451466150,2778450995,410506320,0,2658296224,2632717442,2442950671,25578782,0,2487828487,0,85,74,same
108,open,jeonbuk,26,20141223,150,nursing_hospital,2779983400,99198923,2492878526,1753765469,21915577,16503332,1041483,0,193318196,356233719,337601968,277795141,18631751,2047082065,2047082065,0,0,854711207,834233939,1.00E+08,20477268,20477268,1548604577,1548604577,680456090,0,1075183311,632027140,14893,1291,0,0,-394713619,246786156,245071635,199624125,1714521,1970731865,1970231865,5.00E+05,0,862231640,862231640,1.00E+08,0,0,1355286381,1355286381,81,87,change
109,open,seoul,79,20120501,0,dental_clinic,15472543033,9405840570,5046172942,2268689456,42491802,403788486,398976016,425828,658807009,5788889613,5605380360,3977685248,183509253,13438186014,12751732448,464715970,0,12805430556,5953852404,2.55E+09,6851578152,6851578152,6421645071,0,13747537565,8660039908,4611549526,2099717546,8589077,467405759,415645399,0,17131449,3685664910,3516971530,2622831041,168693380,14931977213,14251469415,465705970,0,12854804061,5736049364,2361425349,7118754697,7118754697,5762838062,0,107,109,same
110,open,gyeonggi,121,20161212,44,nursing_hospital,1327195400,166222201,1508852866,922694934,1423463,79881208,78679546,0,-426337412,219419348,155957598,118702089,63461750,5323411259,5304170259,19241000,0,2993869156,2993869156,2.48E+09,0,0,2548961451,-544038549,0,0,110395413,53086198,165341,7471065,6151065,0,-117701137,318992446,313510710,0,5481736,4981329076,4964863076,16466000,0,2325022659,2325022659,2.20E+09,0,0,2975298863,-117701137,35,20,same
112,open,daejeon,49,20070807,132,nursing_hospital,15070077600,0,10026744651,8254975729,217378678,1573829241,222787238,163215150,3523667236,3471877338,3403546818,1712145390,68330520,27559226350,27485444816,0,0,15555678536,3904864429,2434421224,11650814107,5636250000,15475425152,3563084070,14537733060,0,12258698120,7583105273,237409590,1591169700,155979075,106636070,818638760,7087079110,7037251955,1545520714,49827155,19634620463,15943965904,3634028859,0,11506707690,1548894943,0,9957812747,5027500000,15214991883,3033850801,222,222,same
113,open,gyeonggi,98,20010731,55,hospital,7159764865,832825694,6627242639,3395363456,61155355,160888732,125918455,0,-400036845,1195640375,1151504910,779656103,44135465,3980481498,3219379298,761102200,0,3974333153,3974333153,2426320000,0,0,1201788720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,same
115,open,incheon,139,20160905,162,nursing_hospital,0,265274943,3842204420,2421379210,5907393,571739774,568306683,0,-4673311744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574646193,447422650,148647,129858994,127259404,0,-704356540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,same
116,open,gyeongnam,101,19960513,243,general_hospital,24790401182,5253050023,20489861383,13945216575,657929005,171427187,109311923,0,-466008406,4857281921,4668454383,73851592,188827538,13740224185,13334145359,0,0,11766846773,10297013472,2.40E+09,1469833301,1.50E+08,6830659333,3505169993,26159346763,6171854298,18796013326,12720062491,413224042,327715980,175995694,40392230,1236594971,4683307832,4465265855,60508827,218041977,16073056728,14003965648,0,0,13328061705,11129803779,2.40E+09,2198257926,1057400000,7428302855,3636805109,255,255,same
118,open,gyeongbuk,114,20080530,163,hospital,5584965180,212104749,5455168717,3135278630,58981497,145958141,110144833,0,-169284930,1972583861,1949123439,0,23460422,2654685142,2451661725,4.70E+07,0,3531760444,2941760444,2301543647,5.90E+08,5.90E+08,1095508559,0,5817386570,221254968,5012443789,2914010499,38853342,155139423,116388791,0,467401732,1909348753,1887445985,0,21902768,2778640660,2595580521,78200000,0,3339528424,2424528424,1823755409,9.15E+08,9.15E+08,1348460989,0,86,84,same
119,open,gyeonggi,97,20061206,30,nursing_hospital,6017543490,199965460,5519678118,3215997040,74068997,58518818,29253542,48853470,264596621,2860018082,2850313557,811037296,9704525,6621404275,6453724275,167680000,0,4141693250,2563562206,2290219715,1578131044,0,5339729107,1829240804,5737160246,197662210,4972290965,2999324224,33415440,247901144,31614504,0,352721367,2742721097,2733263097,736613528,9458000,6526893835,6406893835,1.20E+08,0,4194482446,2609728604,2.30E+09,1584753842,0,5075132486,1564644183,71,71,same
120,open,gangwon,112,20110718,66,hospital,2873145560,244796391,2189079494,1208682720,52266015,105878659,99452659,58497930,327159101,2186703392,2170423489,677270215,16279903,4041589614,4006259614,35330000,0,2541673060,2318343060,2252718950,223330000,73330000,3686619946,650795846,2614371550,190179252,2290276109,1236662310,51723547,106243107,104493107,5907600,73489029,1933259246,1896808573,673599949,36450673,4050064014,4015064014,3.50E+07,0,2623862415,2393862415,2344142507,2.30E+08,8.00E+07,3359460845,323636745,41,41,same
125,open,jeonbuk,29,20080313,443,nursing_hospital,9727881621,473434297,9182411869,5840380131,209606365,71458711,66733222,212351388,-2168279,4165669934,4091845309,0,73824625,12492523556,12386064178,101450000,0,9760714932,3067026025,2178691868,6693688907,4.00E+09,6897478558,3028763583,10423940850,492911819,8798062838,5802372340,331159830,643114400,77298716,138766200,682245423,4851313657,4778449020,7024930,72864637,6818217951,6428117951,390100000,0,4769884771,1052810077,85425488,3717074694,1.00E+09,6899646837,3030931862,165,177,same
127,open,gyeongbuk,54,20060417,87,hospital,6468678065,4520545589,1933533374,515932760,146463658,152276743,141753364,2451390,6334627,1335211164,1245165202,83630,90045962,5223117354,5071816661,102654000,0,4929773900,2929773900,2163677626,2.00E+09,2.00E+09,1628554618,130184688,6885203728,4654284727,2189146055,524660770,146061731,166824678,150749976,4181640,16828359,1137819649,1045518656,24900,92300993,5340485530,5179330680,107654000,0,4856085188,2856085188,1954685732,2.00E+09,2.00E+09,1622219991,123850061,80,80,same
128,open,daejeon,47,20021119,197,nursing_hospital,4420913028,105623633,3848483874,2026642320,49969590,75454097,72654097,44756120,396564894,2835288459,2832106922,988025310,3181537,2676634580,2434302752,20158400,0,2252128208,2252128208,2139742158,0,0,3259794831,0,4082855564,108809529,3680018977,1871455564,61466338,97073279,75699266,81386380,177033737,2610594680,2607010661,980304272,3584019,2530174906,2321854723,20158400,0,2277539649,2274745776,2158084068,2793873,0,2863229937,0,64,71,same
129,open,ulsan,126,20040212,54,hospital,4513667860,355488516,3652253939,2205043025,14385234,109491484,106730634,0,410819155,1018987392,982736072,0,36251320,1686221377,1634221377,5.20E+07,0,2348021544,2320868591,2137387717,27152953,0,357187225,0,6066270647,383503696,5594760357,3173546613,6453360,83811547,78474532,0,10648407,964320370,889506309,2049330,72814061,1633923321,1581923321,5.20E+07,0,2651875621,2624722668,2407803520,27152953,0,-53631930,0,50,50,same
132,open,daegu,45,20060310,110,nursing_hospital,4069134051,169258723,3693896979,2163616503,27824177,54801070,52601070,18137747,160863709,2047184021,2030600021,606836120,16584000,5869344722,5713886520,46214306,0,2391937264,2174661554,2059224407,217275710,0,5524591479,0,3741192610,167704435,3360001732,2026980412,17528185,61981395,60381395,17450307,151582926,1741058612,1725816612,547839174,15242000,6222678762,6095813591,46214306,0,2387106119,2169998073,1908475270,217108046,0,5576631255,0,60,58,same
134,open,choongnam,78,19880603,64,hospital,4402779495,719458530,4131517858,2436024468,421766030,402413737,337684720,3691536,-432536136,1721583843,1633399873,603445494,88183970,6818070056,6769058056,18200000,0,6433266635,4233266635,2007824357,2.20E+09,0,2106387264,0,4359137106,866987735,4056508299,2305598766,200502914,142428505,130172290,7968260,-514252779,1443893244,1429874912,377644445,14018332,6921974330,6887962330,8200000,0,5826944174,3626944174,1547920775,2.20E+09,0,2538923400,0,53,53,same
135,open,gangwon,164,19970418,172,hospital,18602588959,1378328519,16696997338,8523267168,17986332,278064409,188321117,16527773,250657252,4129848379,3960591865,0,169256514,5781986034,2678973434,3103012600,0,6366711463,3516711463,1986384255,2.85E+09,2.85E+09,3545122950,0,18011662834,1397386289,16148732299,8357744240,22433366,290264863,209721303,9653593,188059156,3913591400,3696814709,0,216776691,5669110425,2566097825,3103012600,0,6288236127,4787716127,2937222145,1500520000,520000,3294465698,0,126,142,same
136,open,gyeongnam,157,20090113,123,hospital,5922176260,762561904,5051605358,2985940278,17358432,159215313,159015213,0,-33847883,664604194,634665288,498266469,22654832,7606982891,7596107891,10875000,0,7337092616,2425412616,1.98E+09,4911680000,4911680000,934494469,0,5648996833,667080956,4864155040,2899442725,24135944,185302534,172551294,1459540,-44865293,650844146,613932511,430043507,22619926,7632903788,7622028788,10875000,0,7315405582,2015405582,1.63E+09,5.30E+09,5.30E+09,968342352,0,62,62,same
137,open,busan,65,20130722,139,nursing_hospital,3912308309,0,3724445009,2159346219,9022072,185585780,149867274,123210,11176382,1471783177,1453863267,1443258772,17919910,8518971504,8513671504,5300000,0,5486341145,3786341145,1968923110,1.70E+09,1.70E+09,4504413536,0,3955570620,0,3807856500,2097622279,17499934,153671725,153671725,248270,11294059,1213366305,1199564450,1066108655,13801855,8434005204,8428705204,5300000,0,5154134355,3454134355,2.02E+09,1.70E+09,1.70E+09,4493237154,0,67,68,change
138,open,busan,70,20110526,52,nursing_hospital,4514215440,0,4036410518,2154045230,29509819,400042611,62144223,13738530,93533600,1917868196,1917868196,1138467706,0,3795393423,3375544415,418675000,0,2328117738,2328117738,1932381274,0,0,3385143881,0,2856027172,0,2734692801,1489055218,21921196,59745257,40854754,0,83510310,1607549900,1607549900,1113677908,0,3864472049,3445796072,417675000,0,2180411668,2180411668,1986221274,0,0,3291610281,0,27,27,same
139,open,busan,66,20070125,159,nursing_hospital,4510755010,176041710,3833858032,2393067500,46397182,439303365,55308705,31793780,76155305,509781961,494548033,324429480,15233928,6825751273,5484709623,206960000,0,3552619390,2158733226,1796019486,1393886164,0,3782913844,1843579110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,80,same
140, close,gyeongbuk,114,20070420,203,hospital,5423356760,0,5212041365,2958249630,23843435,128888619,128638631,11620200,94650011,2851342587,2734710577,1085357366,116632010,5453158237,5438850237,0,0,4457666685,1864666685,1.75E+09,2.59E+09,2.59E+09,3846834139,0,5073663325,0,4984086235,3060033500,40391187,129291122,128791122,10915720,-10238565,1181462740,1161359150,831461710,20103590,5304340847,5290032847,0,0,2733619459,140619459,0,2.59E+09,2.59E+09,3752184128,0,,,NA
141,open,daejeon,50,20070528,82,hospital,5018611488,1335988277,3368630616,2298262081,0,0,0,0,313992595,2303746422,2201712042,309019196,102034380,2669820503,2455169124,0,0,2792441124,2792441124,1739424826,0,0,2181125801,0,4202149765,1075506436,2851425455,1919977875,73223867,247272640,67733040,0,101169101,1544947009,1439524429,339857969,105422580,2742002257,2571980621,0,0,2225671230,2225671230,1427588891,0,0,2061278036,0,62,62,same
143,open,busan,71,20150102,163,nursing_hospital,6310992576,550507949,5477511358,3556977133,4810272,257312789,251312789,0,30470752,1230211709,1033601119,847459961,196610590,12212749915,12154992794,50010921,0,7495778716,2799552261,1700923037,4696226455,4.40E+09,5947182908,0,5849063999,305938434,5955501335,3797856752,29831061,286259908,226259908,0,-668804617,615315902,589324768,567822520,25991134,12099437515,12073408215,14410000,0,6933192091,1992820733,546700350,4940371358,4.90E+09,5781561326,0,54,54,same
144,open,daejeon,48,20061107,151,nursing_hospital,4864303400,210410492,4351809420,2026782710,69291950,69713374,69112374,57444700,244217364,4347935440,4333035623,402771070,14899817,2302618910,2102793572,199825338,0,4061217029,2200383695,1687416881,1860833334,9.90E+08,2589337321,0,4695528403,216675520,4240156629,1888816750,57429663,31953991,31353991,7810050,256361876,2512343330,2490427355,420980580,21915975,1740905791,1568485791,172420000,0,1908129164,1277295830,9.30E+08,630833334,0,2345119957,0,46,46,change
145,open,gyeongnam,32,20080804,172,hospital,15806789758,1884745792,13380477996,6363400069,67783672,535667631,251712340,0,73682011,3211316609,2942550720,1753750509,174371656,14670638489,14197103423,2.00E+06,0,13152880675,4211829928,1683333334,8941050747,7.00E+09,4729074423,0,16464484050,1805124969,14852795932,7418066156,32624532,277527657,271746312,0,-438339976,3034115228,2865788728,1742664838,168326500,12562146664,12008584850,3.07E+08,0,10940869480,4527907462,1.50E+09,6412962018,5.00E+09,4655392412,0,164,158,same
147,open,gyeonggi,96,20101118,79,nursing_hospital,4876152720,845017989,3594048070,1541308057,84157346,216277784,176166864,0,304966223,1545362015,1501232265,634865120,44129750,5993144115,4471767853,1321376262,0,3112913269,1976137436,1672665000,1136775833,1136775833,4425592861,0,5219541410,896585163,3714802708,1505102513,161973225,134623408,124922593,146669963,488833393,2777675878,2752716078,768553966,24959800,4291303053,3814303053,2.77E+08,0,2745397819,1384138283,1076344442,1361259536,1361259536,4323581112,0,42,42,same
148,open,busan,64,20060901,205,nursing_hospital,22074444856,2299286322,18699221543,13280151683,174577053,1080923960,1050738614,0,169590084,3719642702,3690402659,18600000,29240043,45738313687,45307390187,308021000,0,29593624063,11649657848,1.65E+09,17943966215,16404780678,19864332326,0,14114273223,345039311,13016804703,8178137421,202646137,761957526,638729782,0,193117820,2055276661,1854849293,0,200427368,45746705612,45188428382,326317000,0,26417818053,8902438885,1.65E+09,17515379168,17505379168,21384164220,0,406,268,same
149,open,gyeongbuk,172,20081209,105,nursing_hospital,2505862000,238781085,2227383031,1610142230,30664315,68643213,58393471,718210,1000776,778057419,773894419,0,4163000,3905719128,3817188918,82555000,0,3094612197,2533012197,1644743710,561600000,561600000,1589164350,0,2515554950,257699957,2207580527,1558665260,17605440,76141001,59479414,478630,-8739725,584173632,580242132,560489559,3931500,3523339847,3440334847,79555000,0,2519349905,2519349905,1666838504,0,0,1588163574,0,46,58,same
150,open,choongnam,94,20130826,186,nursing_hospital,5237992090,0,5060655115,2623322811,43303738,65834636,61730290,18939260,135866817,2510609429,2493819051,43775710,16790378,7937685054,7870685054,1.70E+07,0,4079713996,3255314769,1643335007,824399227,0,6368580487,0,4481832700,0,4170616450,2335080779,45984401,76545728,57185457,16604980,264049943,1930380604,1911873874,43760000,18506730,8120770362,8108770362,1.20E+07,0,3818437296,3063310534,1643335007,755126762,0,6232713670,0,52,52,same
152,open,gyeongnam,156,20070914,176,nursing_hospital,6571258948,430375858,5682418044,3510649384,4674245,628824533,214499355,6814740,-172499982,1238752907,1209801580,620224474,25863183,7315148977,7248891128,37206000,0,8677466951,4239987533,1572628538,4437479418,4421411421,-123565067,-123780751,6704711843,425994179,5770900848,3482048271,22202598,465232518,207025888,0,64786896,1195896596,1163398540,538592224,25387186,7280291764,7214352956,37486000,0,8415348725,4101326953,1704780906,4314021772,4297953775,60839635,60623951,73,74,same
153,open,gyeongnam,32,20090915,139,nursing_hospital,3739538160,124560273,3472191830,2357002760,1183205,137378952,128899351,712536,5877774,2958333924,2941566054,2667982277,16767870,2658662606,2646662606,1.20E+07,0,3811639430,1911639430,1554329160,1.90E+09,1.90E+09,1805357100,220922100,3821011720,145137891,3530079722,2444544860,4417623,131396160,118387170,2074189,16741381,2775377513,2761169440,2478613184,14208073,2729101918,2705101918,2.40E+07,0,3705000105,1805000105,1.45E+09,1.90E+09,1.90E+09,1799479326,215044326,77,76,same
154,open,jeonbuk,14,19880709,246,general_hospital,24937652826,2759434565,19365757034,11221603333,1148292387,3260238297,50174481,109027535,591487782,6666428466,6395390010,3175867013,271038456,19091145590,16554045040,143045000,0,16239697460,6366614044,1.50E+09,9873083416,192500000,9517876596,0,23775709051,2498268512,19568814086,11146113720,787215419,2039308230,58463595,80219440,376314202,4519969077,4267318869,2491511973,252650208,18725478397,16047570558,151045000,0,13137197222,4719935558,0,8417261664,2.41E+09,10108250252,0,235,235,same
155,open,gyeonggi,31,20050729,112,nursing_hospital,3727356228,609057643,3087298594,1903763407,7255354,22908869,22685659,886801,14459675,493153108,427804676,0,65348432,2177525614,2176872114,0,0,2670678722,1762973543,1466846904,907705179,0,0,0,3669343091,647855195,2974183562,1890014261,3890358,32419722,24547082,4080,18770890,442442352,417878045,0,24564307,2181325098,2180671598,0,0,2623767450,1735572518,5.00E+08,888194932,0,0,0,50,50,same
156,open,gyeongbuk,58,19880229,79,hospital,10395309068,7651858166,2277098293,0,149939564,522247900,72572683,17253838,76790435,1462809109,1411710944,1276918833,51098165,3705892669,3487931404,19071600,0,3981817497,2855187497,1441580587,1126630000,626630000,1186884281,0,9392555464,7065117786,2072803160,0,16010229,373363398,85107699,106623650,-209342301,1204704597,1153930899,0,50773698,3895417299,3600789832,121921600,0,3784552900,2546292900,1345179006,1238260000,738260000,1315568996,0,90,116,same
159,open,gyeongbuk,113,20120614,371,nursing_hospital,22182833325,0,21149339373,11431230585,159408324,789142893,434378222,44353960,359405423,3379067297,3273840865,2932880403,105226432,20875402338,20671582338,203820000,0,14191230683,11517916228,1.40E+09,2673314455,8.25E+08,10063238952,5794042630,17035303266,0,16457635498,9426268884,235232889,527167016,492448544,35896570,249837071,2465580423,2414473983,1729350229,51106440,22814367039,22111434373,178820000,0,14248205097,7363205097,3512623130,6.89E+09,6.89E+09,11031742365,5794042630,200,200,same
160,open,gyeongnam,156,20080102,184,nursing_hospital,4820682660,273492440,4340858096,2684587544,23999783,166975228,159602262,0,63356679,1165242567,1141298140,0,23944427,7185170208,7165341613,0,0,5375173294,2015173294,1398548025,3.36E+09,3.36E+09,2975239481,0,4230518701,213496407,4394447341,2495426129,14632665,192434876,170428859,0,-555227258,941750008,917136422,0,24613586,7299028539,7252484447,0,0,5328027592,1968027592,1437468981,3.36E+09,3.36E+09,2912750955,0,72,72,same
162,open,gyeongbuk,25,20090220,118,hospital,3181412670,523082496,3177860862,1626052720,157182796,179484467,121356136,0,-541832359,2144308762,2078164257,38002190,0,7238835416,7232909416,0,0,7089935634,2125394457,1391687482,4964541177,4.25E+09,2293208544,26167024,4468021810,678532410,3670165594,2170778341,101710547,112074021,100498219,10077510,98882822,2530173852,2433911120,614493270,62048901,4844458673,4735361171,0,0,4540522032,1091695948,457745056,3448826084,2.73E+09,2834110493,567068973,4,62,change
163,open,gyeonggi,18,20121220,0,clinic,20970835394,11468904553,8325000838,4065724023,102803725,1130640294,352004568,81205325,67888109,8491667516,8117434690,4470385,374232826,4775362350,3345685508,1354400000,0,11529607985,6862113962,1340065172,4667494023,2328724433,1737421881,0,18474101349,9910495688,7294101479,3241632817,88879599,555976895,279073848,201515790,600891096,7117556473,6846458543,10254976,271097930,4417300738,3249642394,1121500000,0,9744442321,5257776809,1345785843,4486665512,2.23E+09,1790414890,0,152,127,same
164, close,jeonbuk,136,20050321,326,nursing_hospital,2179020670,312206615,1507567008,907395730,33436412,208281214,18920952,0,184402245,3535249679,3432644103,3132667033,102605576,16681779738,16651052086,0,0,12496838310,5800803717,1309874205,6696034593,4089146674,7720191107,7720191107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,320,same
166,open,gyeongnam,153,19930525,135,hospital,19820211573,0,19268822664,10170783350,677234658,852105378,71182616,88220540,288297649,7469546939,7247009994,9080400,222536945,6112290857,5670290577,0,0,7832408821,3702887024,1.30E+09,4129521797,1.61E+09,5749428975,0,18019873815,0,17884806691,9343406747,632784272,477447263,91186061,33234030,257170103,7058269302,6857386370,576240245,198781859,7496603455,5928822579,0,0,8851682335,6393012155,4462197593,2458670180,0,5703190422,0,212,204,same
168,open,gyeongbuk,8,20061101,119,nursing_hospital,3032307576,0,2743241790,1850683610,1687838,240125262,53306929,0,50628362,1375235602,1375235602,976488969,0,1797718878,1776203444,10922100,0,2782354225,2782354225,1.19E+09,0,0,390600255,0,2576710770,0,2539010571,1661372460,10116455,172741916,57048366,0,-124925262,1474948014,1474948014,1067153986,0,1792331324,1770815890,10922100,0,2927307445,2927307445,1.21E+09,0,0,339971893,0,48,48,same
169,open,jeonbuk,136,19980525,148,nursing_hospital,4585947110,0,4353536594,2717990950,9520,144772072,144763072,6354962,81293002,886164061,766087411,668817345,9142090,3339274919,3328434919,10840000,0,3120289942,1545289942,1170537499,1.58E+09,1.58E+09,1105149038,1215372032,4489269191,0,4243365969,2611847461,44612307,228450298,136790055,0,62065231,994878709,870155401,619023839,9753288,3266433815,3255593815,10840000,0,3237456488,1642456488,1218987340,1.60E+09,1.60E+09,1023856036,1215372032,84,80,same
170,open,choongbuk,163,20040503,178,hospital,7635033185,1105648415,5025945933,2983431057,56882331,649871226,138719144,390707290,519742652,3749386943,3749386943,563299007,0,17071275951,17007615951,3.30E+07,0,15761771313,4977715873,1.17E+09,10784055440,7909784318,5058891581,4133047781,7152077089,984055067,4341348567,2645334210,34726401,838076990,41054637,99922050,923400816,5566386987,5566386987,593604480,0,6771102543,6035742543,704700000,0,7798340601,712543391,3.00E+06,7085797210,4360620780,4539148929,3613305129,77,57,same
